0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f PERSONAL_BANK 0.083153
0x4e73b32ed6c35f570686b89848e5f39f20ecc106 PRIVATE_ETH_CELL 0.065485
0x7a8721a9d64c74da899424c1b52acbf58ddc9782 PrivateDeposit 0.051805
0x8c7777c45481dba411450c228cb692ac3d550344 ETH_VAULT 0.0390289
0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4 PrivateBank 0.0401628
0x561eac93c92360949ab1f1403323e6db345cbf31 BANK_SAFE 0.0539651
0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 TokenBank 0.0584199
0x941d225236464a25eb18076df7da6a91d0f95e9e ETH_FUND 0.0443449
0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1 ACCURAL_DEPOSIT 0.059907
0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8 DEP_BANK 0.054759
0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12 Private_Bank 0.0404091
0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e PrivateBank 0.0392699
0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f ETH_VAULT 0.0397382
0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f PERSONAL_BANK 0.0829561
0x4e73b32ed6c35f570686b89848e5f39f20ecc106 PRIVATE_ETH_CELL 0.064698
0x7a8721a9d64c74da899424c1b52acbf58ddc9782 PrivateDeposit 0.0500669
0x8c7777c45481dba411450c228cb692ac3d550344 ETH_VAULT 0.039325
0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4 PrivateBank 0.039073
0x561eac93c92360949ab1f1403323e6db345cbf31 BANK_SAFE 0.0534291
0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 TokenBank 0.057555
0x941d225236464a25eb18076df7da6a91d0f95e9e ETH_FUND 0.0437422
0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1 ACCURAL_DEPOSIT 0.060674
0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8 DEP_BANK 0.053777
0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12 Private_Bank 0.040062
0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e PrivateBank 0.0392389
0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f ETH_VAULT 0.040792
etherbank EtherBank 0.069278
etherstore EtherStore 0.07569
modifier_reentrancy ModifierEntrancy 0.103236
reentrance Reentrance 0.0718739
reentrancy_bonus Reentrancy_bonus 0.0693018
reentrancy_cross_function Reentrancy_cross_function 0.0716329
reentrancy_dao ReentrancyDAO 0.0751691
reentrancy_insecure Reentrancy_insecure 0.0601871
reentrancy_simple Reentrance 0.0705948
simple_dao SimpleDAO 0.0782468
