# contract_addr, #patch, gas_incr, inst_incr, size_incr, orig_size
0x9e41d11ebcef755896c717b93685e97f1a276f8e 5 312 518 518 7310
0x9e44563d89c551672be494b84799cf0c46d0c935 3 161 215 215 6224
0x9e48186ea073f06f1fed0f316c232d0d121c6c52 3 147 314 314 4276
0x9e4c383692168966f3358ae903f96653bc43c887 3 190 273 273 4948
0x9e4c479b93ae0c9569c8e84b3d613af235cc5a22 3 258 222 222 15878
0x9e4e715b25bd3deca9fb3de166b8e6a321813200 2 106 700 700 9948
0x9e514f248d4947881dcddff3232732a699250807 2 110 257 257 4990
0x9e578fc3f513aee0145ddd73a0bc8b48b80bf513 0 0 0 0 8880
0x9e57a4c7466e1184a8d8a3118f200385e79496fa 5 279 521 521 6564
0x9e5e92df80f90bbdae8ea3c52dafa9658b323d29 6 352 459 459 8808
0x9e61866985da83406efbc12b916acbdd041e5737 0 0 0 0 14300
0x9e6750ec7cee0ec136549d1bddac00d1eab0cf0f 2 106 696 696 8008
0x9e68d7fe52ad18f7c68cbd0fcde6266a68f056f5 8 556 326 326 16476
0x9e6fad97179e0c21acd3caaa8c6f1140fe82c8ea 4 228 210 210 12342
0x9e76386326db649edbffd717bbbc282073e31359 3 170 555 555 12948
0x9e7bb9e0d5477d42d104af56ee22aeaab804c493 4 183 451 451 4520
0x9e854fbcc18d94fdab03cebfc17beb803bc30961 2 106 281 281 4424
0x9e877dfbb63af359b5df3be2aa7590acf3b133bf 7 468 278 278 6546
0x9e87e6baeb28247eeea926c2e1f393011268e5bd 2 118 361 361 3262
0x9e88770da20ebea0df87ad874c2f5cf8ab92f605 2 108 153 153 13784
0x9e89ae40628da69e2a52be3ec9c692d76180afa7 4 238 253 253 3734
0x9e8b3117ec4edcc94defa45d7d75f1d11414fe34 2 106 696 696 8008
0x9e8fa9fca19005242b56a41992174c5033125754 2 106 190 190 4492
0x9e90784a73f0f7d5fcb4f9c91ba15b4becc95e51 4 183 451 451 4520
0x9e94a66fd906bd7ed465c37cb7960bc8ae300e20 1 53 50 50 4752
0x9e997f4424023aba673221d2b0c8f4bdf1662c5f 4 183 451 451 4520
0x9ea236ec7d37471f42def3a61372bca8386c8c7a 0 0 0 0 4136
0x9ea80e204045329ba752d03c395f82a12799f13d 13 804 1032 1032 7938
0x9ea8643c3461c8b80cf2a191b5aba28e9f01ac74 6 352 561 561 4264
0x9eaa61577bb4ab4aafb2847990e96e4a9de9c684 2 106 191 191 6236
0x9eaf214cf02254f4c6d2fc813f6479dbe7a48299 9 573 464 464 26244
0x9eb46ef3a14b5ae475567269be91907c48f610c2 4 226 164 164 26648
0x9ebaf4b35a247411e6bf5c6c0d3f3ca707c65e8a 4 183 1086 1086 7308
0x9ebfe49712b02428f8378f9cc39050fd988c33b1 3 163 264 264 5756
0x9ec0d8e8a072902cac28b03fa4cf033893e7e9a5 3 163 264 264 5756
0x9ec72a4fa8708de4af4d541bd9fa50ee0331cd0b 2 160 273 273 6828
0x9ed0eab05c16b678975e13f9b1e66821267aedcf 4 183 451 451 4520
0x9ed3b1520f60d1075c2b9a65ec8a253f9ceb456f 1 0 0 0 5880
0x9eddab19b2b902b958e42aab35e7d49ecf795a7c 5 279 521 521 6564
0x9ee145ec55fed778f74520f0562ed7e40165b65c 3 185 599 599 10936
0x9ef762d2b3e48fcd98f4a6824cf9b3515561fbc0 4 223 267 267 6008
0x9ef82c127270fc3d59cf9578fad8ab4c1c0a8c7d 2 106 696 696 8008
0x9efa03d5a3c3a3457cc74add6584ca411d2d05ca 3 211 269 269 9698
0x9efa0e2387e4cba02a6e4e6594b8f4dd209a0b93 2 106 696 696 8056
0x9efa817eb2bccdf722396d71ad3c84bd78c3c29c 1 56 32 32 14506
0x9f020405f83c3ca02a1480ee2ebc5400142dcbdb 0 0 0 0 1032
0x9f03d94bf3545153cb28014bc7d1e7177ca99034 4 214 392 392 7914
0x9f0a03c40f3c42daee414fa19545df9899100a30 3 183 171 171 11502
0x9f0a1f59f7293cb42cd7a81995dc96d9aa9a3495 2 110 386 386 9158
0x9f0aad2443c4dee76e95eaa77b676a7feafc7e4e 2 110 524 524 7872
0x9f19655b0c599d29e3b46857abe25006b69a22c5 7 406 461 461 3102
0x9f1b9ea49eeab4bee2a2ce780fb9996dab384f3f 2 106 283 283 4636
0x9f1bc93e74bf9349b4c3254b07a1b6cb5f35c3c0 2 106 700 700 8202
0x9f2c789ee26dba014adf07a41119e5081ec407b8 4 235 267 267 5180
0x9f32229f2ac2c7d6d727e7c07fbfe1a14a14f2cb 1 56 32 32 14506
0x9f37f93586b97ca351f3552ddc038bdec057d339 3 201 302 302 5470
0x9f3d2f2af7fdd30264f751f15c493ad3f973f007 3 161 234 234 7280
0x9f3eae582f7541e673fe486900cc5539b8f24c8e 2 110 151 151 38342
0x9f4132a076fe743dbdd20ee7f0e8ed67f8849d26 2 106 696 696 8008
0x9f418a76ac010e445e2ed019467232739c1f2b38 8 478 549 549 13260
0x9f420dab7f70ed378e2c7be5e995ab88d5591f62 3 174 647 647 11192
0x9f4500e50036836be77d0773c44b3b4642715166 6 374 336 336 9626
0x9f50ae60fde554a4025d993e979296c614163c31 3 163 264 264 5756
0x9f53cdb4ea5b205a2fcd079f54af7196b1288938 9 664 780 780 21578
0x9f5a69cd69d61df9df352bfcd0da3c2927629f2b 2 105 130 130 4638
0x9f5dbd58466c22aa51cf44dade08bd35c7e68375 13 909 743 743 14596
0x9f5f3cfd7a32700c93f971637407ff17b91c7342 5 202 742 742 7152
0x9f61bc2c6fa4a4ee1a7c238d4c1500085821ebb7 6 326 362 362 5630
0x9f63f49c2b281540c6534fbe6380f56a60ae6808 1 54 33 33 8950
0x9f65935cb0c51bf42f7b6e6de907129e0f7ce88b 3 158 209 209 6310
0x9f66227d23fab50e65295294c642cb5b646b12e3 4 183 1086 1086 8408
0x9f675471d4cada1d41fc38284e26e2d9c5cd7b24 5 290 538 538 5934
0x9f677fc8b2526d96106eb977d65d9f33b619ad1b 1 53 36 36 6728
0x9f6a2399e1a3745e3faab7b631b4a44494431b50 2 106 703 703 4542
0x9f6b043aebf45c3bef56900ed96cb5191a68998d 4 213 323 323 7862
0x9f6b2a490bdefe18bbc66edffd96caffda683357 13 750 1092 1092 5244
0x9f6e2b43189530792b34f935c0e8f2804ef92990 8 713 753 753 18066
0x9f6e731911af889a2b520ebecacbe764c5d59255 0 0 0 0 24704
0x9f6fc83548ca0176eae082cad2dd9639f1b53eb7 4 205 448 448 5108
0x9f7feee5ed720f2202df731fb1dda0e799f6fafb 2 107 111 111 7196
0x9f8ec4418f854488a5490ccee85cf71f79075265 2 117 145 145 6676
0x9f93f5cf28448d0bae2dfd16a0b4a83b3c5ed726 3 223 348 348 16912
0x9f95f4d7d49770e20b767148621bc158d8e288a8 3 174 282 282 6000
0x9f96f3076a7ba20f328e16891ffe565e50584a10 4 183 451 451 4940
0x9f997de2005812f0e3e60e0c729fb31f3a94a771 4 205 448 448 5108
0x9f9d61b6e3bddc425ff783c165b21fec93c9e100 0 0 16 16 6558
0x9fb0f6bf41119667e14ab0f9cd0973a674f12354 6 396 560 560 12354
0x9fb2bc7d95642d6aa7795398d242733a655d06e9 2 106 281 281 4302
0x9fb2f4b6964a6b0ba98604eee6403423789081c8 3 171 843 843 9868
0x9fb3d8402d19f8f2d10853b03e36dacf00778eee 2 128 698 698 5382
0x9fb7871e3e67fb294e47d11c1747ef3793425bdb 6 371 819 819 4710
0x9fbf9658cd1c2ee6d3fc1eb48da951e3377de44d 2 128 306 306 3500
0x9fc161d8ed0cdc68dfb7de9587c6b2add858eb06 5 279 521 521 6564
0x9fc402be9a898568bd2a1b599274ba38e21b2ae1 2 106 696 696 8008
0x9fc54a05f1870e61e00bb6d05f71b614e4e1a68a 9 632 820 820 10156
0x9fc649b7c53ccc299b02b3baf7ccb438d5087f3f 1 108 301 301 4028
0x9fca8718e214c579228ca64672216195e9f7b02f 2 90 409 409 2016
0x9fce1da048e48a18a9b8af8b4f7acb9fe9ee54fa 2 106 696 696 8008
0x9fcffaf79ed1b9af88b1071ec24953f43e6f9ea1 4 215 461 461 5860
0x9fdab723e186cf04915bae9538a80848c4db5cb3 1 64 30 30 12688
0x9fdea4e2a0cf7453d5fdd0d3c0e0f7a49e4ad105 4 183 451 451 4520
0x9fe173573b3f3cf4aebce5fd5bef957b9a6686e8 5 279 521 521 6874
0x9fe977be251663ca7cb8db8a72e2244b61e325d0 2 106 696 696 8008
0x9feeddb64020c6ffd9c91f297d007c8e56f8e364 2 106 696 696 8008
0x9ff124e80b47a3c44782b686603bd002726e78f1 2 117 164 164 734
0x9ffd36cd30c6dae350b7157d42ed3b907b3ec5f9 13 604 541 541 1602
0x9fff0b3e75b98ca68cc9ee1db6d9848d78285b2c 2 106 696 696 8008
0xa0002f53ab19870b1ee1930e3ab3805cc22f48dc 4 205 448 448 5108
0xa008aff891c51b59b6a6ab76b1e6e0ea1e7cdf95 4 182 464 464 6060
0xa00fa22499478cc37beb45021a1f1c9f826f72e1 2 161 117 117 7848
0xa011500e77bc7bd94bce769c58f62c04ee64a7c8 4 194 546 546 5554
0xa013417e20b23932ee61368ce8d184f244c9072b 4 183 1086 1086 8408
0xa01c8c6a943d2660179c2cb53f6d5cb493ed9a47 4 283 264 264 7706
0xa01d9bafa60fbd1967bacf74b76c7e464d0f7c92 4 235 359 359 5930
0xa028d10b0dd6c96353d9e7cb5dd423c915443b85 4 192 184 184 4040
0xa02b0f808d1749cb37e96d98497efe490838d16f 5 279 521 521 6562
0xa02cc3cf9c5e1e8be18e74bcbc55a7e1c23ffbf5 1 64 165 165 2372
0xa02dca6a1c55c0ccba8fb3d45954a28703bc683a 3 158 209 209 7420
0xa02ea74e781baddc373825693028a2ff0bb27116 3 160 327 327 8050
0xa02f65bea6d81e8985dc74fc3fb19399125f2709 2 106 699 699 5370
0xa0306fcae88f84cbbe2cf784b1046a94def54015 2 110 151 151 38840
0xa030bbe38d9a781d1bc78cd358744d9374427ca1 2 106 692 692 6152
0xa034b3d63dd84073cb42a94126dd86ed35400438 4 203 305 305 22184
0xa0375be0efe09c67de9203cb8331a775cad16c8c 10 648 616 616 21754
0xa039177733cc7d3d075190253d4103abe25d75db 1 53 36 36 7094
0xa03c4cc1ddaa55e65c9421b9be8ef25fb68b08a5 2 106 696 696 8008
0xa03dc34b926b002742daf819a79304b64793435c 27 1107 1297 1297 6764
0xa0405176136467bac1ab43461e56585760d38b72 2 160 104 104 5190
0xa049a219e457b081091ce601eb11de899775afc9 2 110 524 524 7872
0xa04bf47f0e9d1745d254b9b89f304c7d7ad121aa 0 0 0 0 21648
0xa04ebf9bf9994ec776b6e8621b8ac75e32767dcd 1 85 135 135 19644
0xa04f3c7ada28733f6e5c3159b42065810e2c44b7 1 44 64 64 4432
0xa050d350da9662d852f607ff8a4f52776c4dabc8 4 224 548 548 4456
0xa05c48fff5da158edd45df5659ca2f3d55509a6b 2 106 281 281 4302
0xa05d35fd35d18d2e12e87a5de17ef7c14e215fd0 2 94 232 232 10432
0xa06323c13f33869e7f11e9fdb1d1f087ce4a2f1d 3 207 314 314 6816
0xa06f3709dfaa2026ce105d4175cebb04d20cecea 3 161 233 233 6548
0xa076155806214a73f37f5fcd8025036d92f6a3fb 8 515 427 427 10310
0xa0771b66007efacdb4e8f7ada99e59a1e42e0919 2 106 699 699 5380
0xa07b5dc6925dfe87b6baac492080ed90a3c9368d 3 191 744 744 9836
0xa081c776c889936062f003bf145cb531956a59e1 4 271 228 228 19670
0xa081f94b142d5ea5fe9d3dc4623ee44b08fc076f 3 183 168 168 11558
0xa082925148819865527cd287e95a850487152c7e 2 110 257 257 5922
0xa0845297a6e1dd09b6465fde13c0fe08acfb1992 11 632 355 355 19438
0xa08e7e38f16d15c8c2af6ced37caa5f9a565fbf1 4 205 448 448 5108
0xa0929cca97a25bdb2f74a6fcaf78006cd9f4ad68 4 286 313 313 1852
0xa0946555574c3b6229d16ca61bb62d1a9a2d42c7 5 440 880 880 7822
0xa097488d0a9ca5635cc9c1f11d94fc051bfb12d8 5 312 907 907 11862
0xa09b5b9fb35e433398e32ae4909bb8402dd57758 1 65 105 105 2316
0xa0a32fc0c1afd04cac8e8598ca866dd019f4b721 4 183 451 451 5318
0xa0a81fd6ddd10068ec8c174238888c74ee710386 4 170 321 321 2170
0xa0ab346bcc6a854776436da3c931ae2c6ebd0eab 4 205 448 448 5108
0xa0b80fde1f922c87b2e768f783afde30e52614d6 1 85 74 74 2332
0xa0be626ecbe7f02ad9170e2895106290ddedb5d0 2 106 696 696 8056
0xa0bf89d9d29087f2ee998bd998561e816de4129f 2 106 696 696 8056
0xa0c190f226e212bc5dfcd46b1508f5f8b60f1f79 4 238 192 192 8414
0xa0c7ef841648ee61e9b9a0aa81badd5b3dedbd18 2 138 163 163 10826
0xa0d094c79d108a109c214670ffd41a791d25b0e2 5 279 521 521 6564
0xa0d804e43ddc621fd183aef1a5560bd09ef692e5 4 180 763 763 5862
0xa0dbdadcbcc540be9bf4e9a812035eb1289dad73 2 161 330 330 12784
0xa0dda617bc671838adcbad62f9add891b7555995 2 94 184 184 3960
0xa0de717714178300ae3834d32aa8703212ab1829 5 279 521 521 6564
0xa0e1319495ee3df771ef9801f3cde19eb8ad015b 10 674 657 657 13552
0xa0e3060bbfd4f3665f914c966b489c79e74fdc96 4 183 451 451 3684
0xa0e6f02f9032bbd392e67aba2498a4233f0cc8a3 4 246 272 272 18610
0xa0e743c37c470ab381cf0e87b6e8f12ef19586fd 2 88 527 527 11652
0xa0e927fe12d17df4b2973e8a80ae4e790ef926f4 3 267 265 265 13826
0xa0ece74981af3ed84d4659fe1f469e7c47e5ed33 4 214 361 361 5038
0xa10018f2b9f603aa6a3a20eef6b35930516722c5 4 183 451 451 4520
0xa10c88f2cd0c30c7d585646fe20db0d7696e2bdb 11 503 517 517 3746
0xa10e7b34d4ca57190919db3d13f2b543b62f13ce 1 96 33 33 232
0xa119f0f5fd06ebadff8883c0f3c40b2d22e7a44f 2 99 258 258 10238
0xa120fd6cec5733b544bc5276a815716f31951c35 1 53 36 36 4714
0xa123c1f80a396ee9dc6532778357e7c7644bbc29 2 129 636 636 8028
0xa12f056ef5513b0df3a81a5d9c83cefe8a5b465e 3 181 245 245 2214
0xa12f77ed40992eb4d0547218ea893880dd19b8bb 2 106 696 696 8930
0xa130945872a12d6b468444053210c8d0270b5bcc 5 279 521 521 6564
0xa1318d510ba0f33c780271ea227182a5041fdce1 5 279 521 521 6564
0xa13910f7c7b429ffa66aae6fdc35df48142495ae 4 224 227 227 29078
0xa141486d97c707e485fb50b981d808d4d56e3d5b 2 106 700 700 9470
0xa146ffff19c4e80b0270902588ab710534d5a8fe 3 171 843 843 9868
0xa14b2cfda02d262e8f926b5e2e17a12df490e3bd 3 171 843 843 9868
0xa14c3259a86250a7d1201e1411b425068deda96a 2 106 696 696 8008
0xa157cefeffe617e7dca5e588c23db730ca2db6a3 2 141 106 106 8298
0xa15935d49f0038234c9652e19fddf47368591241 3 163 264 264 5882
0xa15a12a02c1edd36d12666aec44f3c7ca0ada93b 7 442 362 362 4516
0xa15c784319fa96d3e36cfe97fbadd89ec704a8dc 1 73 67 67 14618
0xa15f48fc3a0a51f0cbf6a294daf48d4f1a3fe405 1 53 36 36 3568
0xa1705c4033bd4ed5eb68c481f02b075d95c57e30 2 128 698 698 5180
0xa17f70ac5ad284ecbe136905dcae38626b62320e 4 238 191 191 8838
0xa183981bd6bcffa9b38d7872806dc3b98df936c9 3 162 114 114 4120
0xa18481976cabad077f1de8c2c24ae8f04402d789 10 493 588 588 9958
0xa185b9e63fb83a5a1a13a4460b8e8605672b6020 10 499 3151 3151 29084
0xa1877c74562821ff59ffc0bc999e6a2e164f4d87 7 401 552 552 4812
0xa189fe8330db32eb73cb218ef4b87d808630a84c 9 467 443 443 5886
0xa18bc18a3b5e9f1071348db68ee08e364c7149fe 2 88 260 260 5202
0xa18ef449a8dd251ec763a09ceacc3cce77cbad62 2 106 696 696 8008
0xa18fc69ff2ee25ea5f4bc22a7846266a6c621b6b 2 106 696 696 8008
0xa1911109613f1a09359ab5917c7caf3b3d521ad6 2 110 257 257 4984
0xa1916efb6f9ff61196050a3bcd5c391643334145 3 240 189 189 11066
0xa193da8d9c1dc1ac11dcd195d86f6525d3b4ad24 2 106 699 699 5380
0xa1981f7671e9c22e02d0702f928db6235d58667e 7 417 616 616 21718
0xa199ff21627a619348ada120599e193697b0f162 3 163 294 294 4912
0xa19c37ac03660372d47bc17d4460ef4c8aaf03b0 13 742 1095 1095 13394
0xa1a05babc61b692b65d796d4fd3df97ad4afb9d7 13 885 1683 1683 10428
0xa1a783983a1b7c602d8ef14aa252cdf7a4040b53 1 64 156 156 6694
0xa1a838461198f86269a813ea63d45c7f98bd6cc0 8 423 314 314 9598
0xa1a979657a25a7f871c1588464cbb4a83bb96730 6 460 472 472 13706
0xa1aa6325e5cb4c29218e207b6cc9afe585a6adb6 19 1186 731 731 12910
0xa1aaf7181780239aae160a27647f4a50d59018a7 7 476 336 336 2958
0xa1b566fa6d25295dadfec1ce45ecbe76127874ae 5 312 907 907 11862
0xa1b6fc94c3bce50f158099c4dcd4da8064af9953 2 106 700 700 8030
0xa1bdd55db9fddb9ef7e0e00af2fd4b2ee16de6ca 2 105 166 166 7284
0xa1c3bb0931b250d55556d03c9183940e279f5107 4 226 221 221 3294
0xa1c4375fec1a157c11dfebea7ad709fab57f7d3c 10 693 385 385 16802
0xa1c8316fcd4c767bdc8b118559f6320e24590b76 3 195 354 354 6944
0xa1c957c0210397d2d0296341627b74411756d476 2 107 181 181 16814
0xa1cf4effda318af6777150c3bae9d8515f762fd2 2 96 135 135 3080
0xa1cf530fa86c17c84d5d3b0f0a6f60265e2e8b7b 2 110 228 228 5864
0xa1d4ad17809239b6c4ef1b00d2815daa368071ac 6 328 467 467 4640
0xa1d85a2ca546d434f52d5ee5a6406df3ba092e1f 2 107 169 169 15632
0xa1dc3fd401ebe508109d8b866f830105498d9009 3 150 305 305 4154
0xa1e0fb2e0bab89ccfaa1d7441a4227660fbc2ed9 2 106 703 703 4380
0xa1e9e5b4fd6e0c36cda1ed5bb377e5fcd4ed5bdb 4 183 1086 1086 8524
0xa1f631bfde75a9a67252f5c5bc2db33ac9c31bad 3 174 509 509 11184
0xa1f87895550eac6a8e9e4318466f482612a5986d 3 158 209 209 7292
0xa1ff3c0a1ab89d310d8f2d08732c18d333c24a0e 2 106 281 281 4302
0xa20bf3978f3f335a455c04234d5fe5b303a5447e 2 140 247 247 3512
0xa20caeb519af1631bb3b0d5a1fd41dd5472fdf27 2 106 696 696 8008
0xa20f3e3f9ec68f6cd27d3cd20723f929a8a5db51 7 447 769 769 4930
0xa213e4a5de5fb5c80a163fdb701da101c3b5b5e1 4 183 1086 1086 8404
0xa22de97ea1c3c7ef9862971b7e7e393328e5576f 2 105 554 554 3608
0xa2319e6e734e47976b80530941a19ba3ea5cda4b 1 53 36 36 7148
0xa2388330bcb4b3d5f6395a3f5999fecb73960af3 4 225 227 227 9810
0xa23cdf1c2929206eeb86eea2ec9f2320cd26a4fa 2 110 228 228 5864
0xa25b1ff811e000cdb037daee4fcbd6b8237c28ac 2 106 699 699 5354
0xa25d9e3c177a45265349d4bd37b23ec2669dea5b 5 279 521 521 6564
0xa25e2dc97e75b1ab0dd862a6212304207b21f6a6 2 106 696 696 8008
0xa26b5be50fabf8a62ccc1b5492bf6b58a881e3c4 2 99 258 258 10238
0xa26f92ca9bd530b8b3a1286364a2ed2d64cb1148 2 173 107 107 7246
0xa26fd8903b448e3c2f227556171959a9ff2edc96 4 183 1086 1086 8672
0xa273d650f447921cc7c5662a45ab0e5d4a74bbc2 6 363 543 543 20778
0xa274930b4eebaa7638dd31e3c9d9f932f655384a 4 215 458 458 5850
0xa277a405ef6af955a661111c444ec5ab9f91aa2c 1 64 38 38 5640
0xa27bcd590195b2a9bdc29379de4f040b2d8066e0 1 242 796 796 7916
0xa28ab6053822771379cb716ab2a932c7a4563c08 4 183 1086 1086 9496
0xa28ddcecb3beb6af78ae8076aaf0df7dde59f21f 1 53 204 204 7764
0xa290c463f18c37691282bb7c5429808eb3d4d0b6 1 96 42 42 13804
0xa294e709489f55970c5a0a0bf4c357acf9109546 5 279 521 521 6562
0xa296029ba651c087721a650e9d49caf79fe13ae0 2 110 257 257 6128
0xa296d96bb5f3d19790c839780001378282458137 1 53 99 99 924
0xa29b72fe0db1f305861a641c16d6e7e35967914b 2 106 696 696 8008
0xa29c1c9a36e4d5abe72f8478fa16a10b35087d1b 4 202 501 501 6256
0xa2a1a7e3fbce24de8f20d63beb3be691f0d23930 3 163 264 264 5756
0xa2a71e6b0dc12f59f0a377f171bce6c17fcc5ffa 4 199 216 216 1332
0xa2a993f3c93060ed3255b7649b7a9676a6d28975 10 603 537 537 7764
0xa2ae3e90cdec01e1be9ecca421ab6eda1aa2109c 2 106 696 696 4284
0xa2b36b056d00937a70b942f61c17c5f72a81cce6 2 160 151 151 1604
0xa2b3a4b4f2c0b46b788c65a5410e8a5dd9fe0d0a 2 128 698 698 5198
0xa2b4babd909c81539975ad1c02411c0c0bda38e5 2 110 257 257 4984
0xa2b6d9e310893c24fa61129e92070b9b40d02016 6 374 932 932 10920
0xa2b7069e464d00b434e0b535d63d4498f836859a 3 158 245 245 3146
0xa2bd0c2b352990d6aaa5f58ec097ef7e905dbd63 1 85 94 94 3082
0xa2cdeb5d621d3c9e8ddbd38309ab64106879739d 4 183 451 451 5006
0xa2d27a521cef1e5349b07095dc3dccf71291253f 2 88 231 231 4936
0xa2da38b3ce0f345e3dad06822661bf2a482c4940 7 407 709 709 7278
0xa2e3680acaf5d2298697bdc016cf75a929385463 3 170 716 716 3200
0xa2e958fb88d1c1d07cc694f79852ce61e4ddc06d 5 300 374 374 5674
0xa2eb3b5a0c63012040137d6ad5dd16b5ed234e2b 3 203 228 228 4306
0xa2f000b776a64770e1a3e1e43e63296f5f029451 5 258 394 394 6124
0xa2f18175360ee441b55064100d915e28e69dfdfe 1 64 149 149 5312
0xa2f44d258b1714463099205eeedbee2337b120b5 4 279 171 171 23220
0xa2f46be1559adfe4fd38112f637e1c34369638e7 4 205 448 448 5108
0xa2f63e28172ebf2477f4c1a87aed68aaa3ebbe3d 17 1190 1096 1096 21594
0xa3068e21fa67c96ecec55daa4f231a2ca9db178e 2 129 249 249 3506
0xa3069f217d3e29ff940a1975c2a1b3cdf2739173 1 55 371 371 29894
0xa307a0713244b44f31d9885f5f8c33511f73cabd 3 180 225 225 2390
0xa309be5ecffc9e344a871f844db19faf17e398f2 1 53 272 272 11854
0xa3149e0fa0061a9007faf307074cdcd290f0e2fd 2 110 386 386 10718
0xa317fdd3403aedf484571eaf9f5b54b18100c4aa 9 628 681 681 7638
0xa31aeffb5cf3d4d34ff8ed08da4f2e388ca4a5a4 2 106 281 281 4302
0xa31f8673df798878ee93ddbf4c009720cd8f8d35 4 226 323 323 4510
0xa324af3060e2cd06c05b9d3ec5d01cd74e72b8f6 5 312 518 518 7306
0xa32698694f759ac9b3ebf70c4e174eb2b6b3524b 4 205 448 448 5108
0xa32905772d7288e954111c6fc686bca799ad8187 5 258 487 487 5030
0xa32e3cf9b6bf979abac20d752461e68edc5874ee 7 479 599 599 2564
0xa32e64eed079979cb56af29a358e41f995406989 2 106 190 190 5138
0xa3345ef65eb972a0ab6ffbe2a6c9148ff2aabfa6 5 293 357 357 13266
0xa33516e6f64c6c2869dff6744953a472cd60c8f6 8 556 326 326 16476
0xa33e729bf4fdeb868b534e1f20523463d9c46bee 4 213 323 323 7862
0xa33ee1e60749cf489b1a27c00de386a4655d2de0 2 106 696 696 8008
0xa341d53e64198cba938465236d1b3d9a929e0732 1 120 101 101 22456
0xa34201e639f49210971624e9e375979f096976a6 2 117 80 80 7054
0xa34b0e9347a4d9bb59de4ef626aec67a324066b0 4 183 1086 1086 8524
0xa350b160b194065b57c68f336103b1beb7641540 4 183 451 451 4520
0xa35c3f84b854001a526cc36d5ee2092323460f71 2 110 257 257 4984
0xa35e4a5c0c228a342c197e3440dff1a584cc479c 5 318 744 744 18400
0xa35f63c143301d0d7a85c94ff46e62d3d3f5bd6a 2 106 696 696 8008
0xa360953f890bb0164242e3e7dee276a79b3bd6c6 4 183 451 451 4520
0xa362e5bc203aea01c398b74aa6e36d144e96712f 2 106 235 235 4156
0xa362eaceeb802e0146a5a1f0bcaaa8d3d2a4c89a 2 106 696 696 8008
0xa36537c76a2948bf97c9efd3c80fbeedfc23a1ab 3 247 135 135 8380
0xa36c640908dcaf965dd6f1f5f4aed86f11031c22 2 106 703 703 5820
0xa3735d41ffddd5abe07386ce07b1b1fbd9067aad 2 106 696 696 8008
0xa37b6a42f645b04f0e2661211fe9c63157654c45 2 106 696 696 8008
0xa385f699998661f8b3e7d97a36c62168d70aab9c 4 205 448 448 5108
0xa38821f2a492c02bd31871a66134c6af7e9fcd4a 4 205 448 448 5108
0xa38a00977d5b25eb26c8d62dc8b273884627f295 3 163 294 294 4906
0xa38cdcda3c5808676abf4ed3d22063f4f0f16c10 2 110 228 228 5864
0xa38ecde7d429d41a51e540860f122553a48e6857 16 804 1308 1308 6376
0xa39fceda75d99682a6db76e9c780ac7752f5d7f3 2 94 232 232 10164
0xa3a89db39f4cbfb8753259456332ce8373ff5bad 8 472 534 534 23044
0xa3a93f7fb9a2c48d8adbc1bb9544602952bd54fc 2 140 247 247 3512
0xa3a9b81398a4b8b0a810c049256362aea6e73895 3 190 273 273 4948
0xa3ad5b1c4ce885cb8feaaefc0ffd96f4604df20d 2 106 283 283 5218
0xa3afa651e55bc9d74d35ad69d4a2f5434c04c4bb 2 106 699 699 5346
0xa3b6a4826eb96ed4b17eb58186bfe316c64c4bc3 2 106 696 696 8004
0xa3bb67026de1ff29bb2e6fe996f91a1dbd40cf20 2 128 694 694 5374
0xa3bbb07dd0e9d69fc4da3fc0b3e05950ba6a6862 1 96 151 151 7970
0xa3c1772b12a7598568cee1e2d72281176d8b1f3d 2 117 148 148 10882
0xa3c7025a18db0e0f99a7f0e0fb157867befa2dd5 3 163 264 264 5756
0xa3cda0d09556f083ca7bd65c99053ebfa9064415 2 88 389 389 9144
0xa3ce9fa0f6b6649e40bc5146082661d5f0ed5d7a 17 939 1202 1202 7564
0xa3d35ee4d7d920f2d4e0a216998eac7845ba7f73 1 53 36 36 7408
0xa3d4085614d32782f4694b19421e420c474512e6 1 76 43 43 12576
0xa3d48af5b7541658e7b663905f11433f1b4074f5 18 997 1124 1124 8810
0xa3d4d7df3988d48c48728787cb5910a8a4cc4d26 6 314 306 306 18030
0xa3db129887cec0b371323bc24cab8da83c009bd8 3 249 268 268 24860
0xa3e3a9ff0bdb2f572fc9be219643c392a5459aa9 2 88 260 260 4088
0xa3e579b0806caf4b21e868c41e6fa5230d2a0e95 1 96 178 178 7756
0xa3eb0e98cb1b9e9ef59c9006dcc31b19d31bc031 2 110 257 257 4984
0xa3eed71ea76e764ee55c5f1d8ff745dd8d1340ba 3 183 128 128 6730
0xa3fb790dc13fb4f12dc4243129f521be41b7a98f 3 138 296 296 2766
0xa401395c8d6673d974489aaa24d4a2e585502f6f 4 183 1086 1086 8408
0xa407b61dde92d365f576466c98ecebeb0d6bcdac 2 110 524 524 7834
0xa40827ecef3154577e60cc36ccf8f3664f95f5a8 2 106 283 283 4636
0xa409b8561802134e4b9d58ee0d1af495db3f8fb9 0 0 0 0 14300
0xa40a3e1f39a3889fdaed14a86105b93b51908d8a 13 885 1683 1683 10428
0xa40c4f89384b202ea0b0c817b478030a9712f0c5 5 312 518 518 7310
0xa410703b7be27512750dac50a382b27b553e2f48 1 53 272 272 12818
0xa41512e2e94e6587489c1994a2cc5f05d14ad5b0 9 563 305 305 6860
