# contract_addr, #patch, gas_incr, inst_incr, size_incr, orig_size
0x40e886aac0ba626b793c25015ed658af4ea92306 2 171 89 89 2324
0x40ed81e1dcfb3917a902a317830b4e928c2346c6 7 309 1308 1308 9838
0x40ee892f6f40634ca9230301020dd75437be4526 1 64 37 37 17858
0x40f178a0397fb09e00f625d421833d239f2cc1d0 3 170 508 508 10650
0x40f2c50215e656aff88a7d816aa62569a996c11b 5 285 574 574 4420
0x40f3efbe737ce92cc44efe28503a8c354b2a8a6e 1 98 142 142 9030
0x40f8f2b28c00040e0511e5c2468ffa43e88e4e5d 1 0 0 0 5882
0x40fc744c0186c59da111ebf7438ead3c176eba54 2 106 696 696 8008
0x41000b461599eb32d8564a4e26c3ba18c2925ee3 1 53 281 281 7714
0x4110c68340e955ed016c1d59473e2f4cae30eb8f 1 64 125 125 1120
0x4112759718a38911ccdb24c58be0a01a46ef8d82 4 224 450 450 4442
0x411c6ed835962df75e3b09d644d9982ed4e6f458 2 106 281 281 4302
0x4127d76ccd992c5592334d41f824c39ec39e61c8 1 53 36 36 7292
0x412fea01c76f5443dec68046c6084c15d5405186 3 163 264 264 5756
0x413422f3f9b98339bf3a8cdff191dcbaaa4c12a9 7 463 478 478 4630
0x413e0bdf8785cd9ef4c931c7ccbc4c57f61ef407 2 106 314 314 2364
0x41411b1221f804d3d1cc2d045f9fd0efb759141b 3 138 712 712 5370
0x414bb2324e61349309e242a38b59948e17f8eaaa 2 90 386 386 2876
0x414c3278b9f73a717ae7d05ef72e5273c3aaeff9 4 183 451 451 4520
0x414ef42d72de69c65e7155867d82a0ec79deef85 1 53 279 279 6848
0x4156a19e82d48c1d7edb630e3e9cabf21c893eea 4 250 165 165 19870
0x4156d3342d5c385a87d264f90653733592000581 1 53 36 36 3942
0x415d9873769ed692a79d0fcf1c53fc3ef2e6888c 1 64 70 70 1646
0x41607aa4ea776a377ef4a42be00ebf3fa0bd1f4f 4 183 451 451 4520
0x416240de5882c410726e833c4174c0ebdba758aa 5 312 907 907 11862
0x416993d2384d9b82687f34f7fea29f6fb2c6c56d 7 471 251 251 15484
0x41802c5788ae6c8dc0cadf300c663a2d1ad3c918 5 279 910 910 11828
0x4183ffb15d5e9a7efbf6f62f1970c053663ad435 1 86 46 46 528
0x4190d15c5a8919ea43691d45b748f1cfa5887f77 2 106 696 696 4284
0x4191346f84a41ad3f71b3cb9b22444b8f67847fa 3 213 343 343 8062
0x419319579f825b52a44d9e2cf147fd5fe5217f3a 2 105 60 60 27214
0x4195e62d2fb8e76c8565109f32ec69c8113f2559 5 246 403 403 8392
0x4197d2e56c8c8616c3bc661a262d4accd9130db5 5 279 293 293 3604
0x4198ac62f97d43e75677f21373d4175365d18dd7 3 190 229 229 5532
0x419a87c4deeb99817a5413b14b3a71bbd23c4fb8 4 236 227 227 14230
0x41a2b73088bc4c9ce758a3fe039b13cb37aa774e 2 110 386 386 10714
0x41a387c7c22f5142acb02cb190a19a5b07fb4eab 2 106 692 692 6152
0x41ac1d195f9327ef067c4222e2924093f34dba53 4 183 451 451 5476
0x41ae188a0cf6cc712294db91ad72e5a9511a4a48 5 268 626 626 3120
0x41bae35e3b060f737c0d9bca3b1d00d9fa6c7a33 3 195 117 117 7912
0x41c171559b9f5f8ec807caaa61ab7435a4a03f85 4 182 838 838 11744
0x41c6145c8d51c5fe2b043b61cd84324998a8d42e 1 96 44 44 4492
0x41c794bbae6cfe98bdccdfaa8643b30ffd7d7c62 1 86 76 76 2336
0x41ca1f6ac82f2bfdd828b1c54183bcb6bd4a4a3b 4 183 1086 1086 8408
0x41ce2b0f8c474144e1fff0b84e45305fc0784ae0 4 183 451 451 4520
0x41dc89572aaca70cba921ebc1b70908ee3e03ad0 5 279 521 521 6562
0x41de3b952908134ff1b7b3d079bedb2663650ee3 5 383 542 542 2748
0x41dec67b703a8d4b5bcbb7e37090e238b949f7dc 4 205 448 448 5108
0x41df3dee8b0405bc61699792d21d17910f4756c5 2 128 694 694 5584
0x41e282d7e6abbe368016094866f3b8bd7b6b3f32 2 106 283 283 3514
0x41e3a475604105ad20a876948f4e0ba62e2d3115 4 205 448 448 5108
0x41ebb67c868f5f28bcd823ddbf39c0f32b191256 3 159 409 409 4948
0x41ee31defae7689cd4acd857f3ff53dc9a754c93 2 110 386 386 9190
0x41f274c0023f83391de4e0733c609df5a124c3d4 15 793 1576 1576 20926
0x41f2919af5654e050af381efcedb32d8c6df4b1d 4 183 1086 1086 8408
0x41f5a1ed7b9950eeeade01f676cab6c217c8a555 2 106 696 696 8008
0x41f85218009067b4edbb1d36ef95569e86c8495e 2 106 696 696 8008
0x41ff0796a6c7a201476bff53c4cb2c48b084e5e0 7 512 379 379 30514
0x42000ebefe1963143caf3d425b80ca8c7de724dc 1 85 40 40 354
0x42059c4dc086a91b0e9967fe14c742dba459a5b4 5 333 722 722 3584
0x420c42ce1370c0ec3ca87d9be64a7002e78e6709 2 106 696 696 8008
0x420e2dce2fec9e1f4d38b078d982243eb36f7ad2 3 150 404 404 6590
0x420f986c89b43c95c8b52dc9191daeb37716e785 4 266 417 417 6684
0x4212fea9fec90236ecc51e41e2096b16ceb84555 2 106 703 703 8558
0x4214a91774c7c82a079a81a5ef108363db1e2961 1 53 94 94 2186
0x421582ae2894beb5c2d469afc32313545df7d4b7 2 106 283 283 2170
0x4219e0d5cc63f6d7d757b2b104e80d7eda88afeb 24 1252 1541 1541 10134
0x4219eb12044536bdc4a1c3a5815030f55e262585 2 138 210 210 15040
0x42214385d6732bab4c256fd10f02a08df5665cc1 4 205 1083 1083 8428
0x422866a8f0b032c5cf1dfbdef31a20f4509562b0 11 715 469 469 13026
0x422cbc58b99e14b670b31767916dff4435d9546e 4 183 1086 1086 8408
0x422d7c1f2f04e7582163d1381a436516f4de3c2a 1 57 47 47 14786
0x42338ff7e4c3b999eb69b521323657017ce08727 5 334 175 175 10596
0x423475e0a0a90dde8bd813ebdcc21162cd5ed63f 3 159 115 115 4686
0x4235c95f5a60d743866686174e4be33653ae9d45 2 108 56 56 5464
0x423e4322cdda29156b49a17dfbd2acc4b280600d 1 76 45 45 13344
0x424e72e7a8e1b57279b52dc40b3c7f60236b26e7 1 64 114 114 11044
0x425041e7892693217b3b0637356ee83998380262 2 152 110 110 18048
0x4252a671688b49275436284266be3fab73dbd089 2 181 117 117 19712
0x42560751d58e54e99a97ada264dd86781ca00ae4 2 85 294 294 5790
0x4258de016d888cb44add23f37ef4d1659926f7bc 2 106 206 206 3414
0x42644233b3d4b32523ecc289d3fcf24191b853ea 2 106 696 696 8008
0x4270bb238f6dd8b1c3ca01f96ca65b2647c06d3c 4 183 451 451 7132
0x427d041d785c00c48bf419f6b1a2e1c62b9a72af 2 106 700 700 9078
0x427e4f8903ba5bbb08ddc9186da285e6b18da588 2 106 700 700 8060
0x4284809f0aab984057f6fedff932ace418a05304 3 158 209 209 7420
0x4290563c2d7c255b5eec87f2d3bd10389f991d68 6 355 1133 1133 14866
0x4295293a646908ca3e0b82733383dde0ca29d8a0 5 334 175 175 10344
0x4299c4540aaab2159f99c1507e8a35397a49722b 5 268 497 497 6346
0x42a689f1ebfca404e13c29cb6d01e00059ba9dbc 12 642 762 762 6832
0x42a75636e6f73e48e74a085f3efd81068586f74c 2 106 699 699 5362
0x42a974d513dd7555f429f05dc744a5036cdb870b 4 238 444 444 5432
0x42acc3f6cf519f02f1bb1433b59477a930705c43 2 106 696 696 8008
0x42acd08521ed10197f310866ca5d46ef322e3b91 13 758 669 669 8808
0x42ae559acb21f1a3285f352839db404fab29b975 9 416 441 441 3544
0x42ae55c9d87666cdfa496f2f43108a63a2010322 3 170 555 555 12590
0x42b03689fbaa9635edbc10ad1fdc7ea5feefbb70 4 232 392 392 5106
0x42b87faf7715be5f106c821baaf000035d41f907 3 158 209 209 7420
0x42b974424f0066c2446810369f2eae0d49d3136e 3 158 209 209 7420
0x42bd485498425e51bc6e0722c375da27c49f7fb6 2 128 337 337 1604
0x42c1b347c470d746d096e3b1420a31b29f35291a 3 197 99 99 11410
0x42ca663758aa7bf276f8190ca9c6bb5c9ac9532b 4 205 448 448 5108
0x42d1e202ea0bdf25047531f520fbe803998d55ec 2 106 378 378 3608
0x42da51f8be9971c59fffc8803570b24b383815e0 4 205 448 448 5108
0x42ee44095cc8fb6067f976e5cafa4b51d4cf3cd4 7 336 742 742 9300
0x42f3659c55b5a10e556c2da7e613c6f741ddb39f 2 97 158 158 5914
0x42f69a21b3e9567ea5a53adfb93593fc41ca8a2b 3 138 181 181 2338
0x4300a13298e0c50168fc34c17234a3bfe297f0bc 4 205 448 448 5108
0x4310f1c214bd170e5ab0832534997689453c9a43 2 108 244 244 5718
0x431c506dfc49a7cb8dfd0076beaa07661dd2de60 2 106 696 696 8008
0x43209d8be0c07c47362c9e8a15416452c18738a4 2 106 696 696 8004
0x432a20d509de59361b86274732e6349d48818341 1 55 93 93 1224
0x4331055c3c50065cd42f3d908218b2288715bdd5 3 180 239 239 3910
0x43320ce43bb66b57b7d7f4435d857c714e6d1aef 11 729 1450 1450 23234
0x43337ab997e7edfd801a923adb3cacd85520d0f4 1 76 79 79 856
0x43348971ff5516a9ff339f9002d828a2348aee02 2 106 283 283 5228
0x4338a78fa77965c56c143fb55a0459e63911f1b7 4 215 458 458 5856
0x433e4d7d2f80061ec94971fe7f50d799754c43ba 4 205 448 448 5108
0x433ec75f25bb930a91895f3c5d129b36ad07c297 4 183 451 451 4520
0x434cf0e322ddc3b0f58e480e5397ea416c6cc611 11 705 1040 1040 22270
0x434fec76c6f779cc3ba9aab123fea88ba1e735df 2 106 696 696 8008
0x435727b463cf70393106f1d552edff389a553ecf 1 65 101 101 9846
0x435b9d077f4cf97e6e4b48f73dda354e0577b266 1 65 185 185 11888
0x4365408c62704b603baa64a3eaeb901060978f0c 3 171 843 843 10934
0x43674a39945139172b5739d3856c98d800cdb3f4 2 106 285 285 5706
0x436f63c63f278839007581e44c3222ef351bc056 2 106 281 281 4302
0x43715c0a36def8f4e1c3915bb054fd13d886a333 2 94 232 232 10432
0x4373d59176891da98ca6faaa86bd387fc9e12b6e 4 183 1086 1086 8118
0x43783eacd98ca57e49cff34b1217b36810c53ef5 2 105 216 216 3462
0x437c5fae93a00738ae3d4dc23c5b1fb10c7fdc43 4 205 533 533 5702
0x438abc45a67b6fbc335987d27714a08609e70119 1 76 66 66 3616
0x438b51e9339c158860548f99408d5e26c6607782 5 312 518 518 7310
0x438e5832e9dbbd48bf30055107c4ec0d05544ee5 3 138 915 915 7906
0x4391556a4cdb940524d3add5a743c57ce0576fa4 2 94 164 164 3492
0x4393935dde35e1279e8da18be5a6cf9ab40dde20 9 398 578 578 4246
0x4393cc6dbdc4bc8563c8c7e820dca69f10e2f3d4 2 106 283 283 4140
0x4398325fac52e5450d830515e85a16a7fa296b13 1 64 113 113 556
0x4399403483e1d6a3185eabb0f62bf303da844e07 2 106 700 700 8000
0x43a518e559f2e818df84442a58470381c3684837 8 556 331 331 11258
0x43a86b8a97ac68f8cfe3b38a2e9a25af1c048497 2 193 113 113 2422
0x43b4ad21b8585de3f758d9829dd5d6b61ffff3c7 4 183 451 451 7052
0x43bca123036b9dbe18305324562b2aee78f0d5cd 3 182 855 855 12164
0x43c39613e13fdc19997d89f3d6252ae483600f14 2 106 696 696 8008
0x43cc4d4fd3b246652664b627f2ddfff7453d46d3 4 205 448 448 5108
0x43cfbd000b8ad2e6dd531ec4734d9943fecec26b 2 85 297 297 3132
0x43d105e1f7ee33f1ecd9708cc7a0fd1c2c6054c7 11 585 787 787 5174
0x43d441cbedfb3fcec6ff899c02b3455adb8be835 9 605 479 479 10664
0x43d702ee5e08465522e93ae2dd39077aefd42702 3 183 215 215 6044
0x43d8efaf178fc08a9066cb3e2245c9e5f6820d50 2 154 598 598 8492
0x43dc3438b098572548c6264cc1c7b57eeca981ad 2 129 249 249 3272
0x43ddc6d0c728a2b5fc4cc55f1da370aaf9b29454 6 310 1460 1460 10172
0x43e64031ed6cc0d9bce83b41960645724ff3b2bb 6 411 444 444 17930
0x43ee79e379e7b78d871100ed696e803e7893b644 1 65 103 103 16672
0x43ee91bb0a81d8521da93fd0cdabd2a071831500 5 258 487 487 5030
0x43f06a912328acff56513c0cdb716f9b54964713 2 106 696 696 8008
0x43f208d94a82cc2749a140b5e82636f31ce0390d 2 142 257 257 19948
0x43fad432bfb0a396a2600cef204aa7e420e31121 6 445 473 473 2216
0x44039448b364e67af6a20a7fe4c7e8aad409b3b2 4 182 464 464 5876
0x4405a162118d9a523cf72babd502d69741ed4fb2 6 266 333 333 3896
0x440afd73dadcc88bd6943c2a4e53d210e0145ac2 2 204 114 114 2748
0x440c906dbfb148a7348970dd6df603dd4eb59c08 4 183 451 451 4520
0x4419ef7baf307b9fc9ee8878e6b8f2140b549afd 10 714 584 584 7886
0x441dc0d0d5327971e0838afadb3413e870339688 5 279 521 521 6944
0x441e72c65163612caf1b1c9ffaf67596defee0f9 1 64 29 29 216
0x441f32cc916389c7d5d5ffd0787f72d4d3cf8f70 9 658 459 459 9138
0x4420039b96e91d200c9b8a3f9e8a5fa5e3b796d8 2 105 130 130 3780
0x442453d3b3fcad9428767fe3de67cad7fce4b032 1 53 36 36 5062
0x442b154273e09338de2f026e1e52c6ead41ec1f4 5 279 910 910 11826
0x443b53559d337277373171280ec57029718203fb 1 64 36 36 496
0x443be708b29c70eb7824a308f2b2cc3553b430e1 2 181 87 87 4064
0x444a49c505388743aa64eaa003198a01b18d3017 2 106 696 696 8008
0x444a6707681e5d784305b5e25787590fb0f8ecaa 8 448 1138 1138 26648
0x444ccac0c63c6fc076421097efca3ad4660be34f 3 150 332 332 1724
0x44512783946a2a5fe0bd044868825c173b0cf69a 4 205 448 448 5108
0x44514858bccfeeff7911144bd3fb6b5ee463134f 2 128 57 57 5638
0x44575f94e389c295491063d955b772215c61ae5f 4 183 1086 1086 8408
0x4458592c4a3fad583c6723e968da505c4f3fc753 5 312 518 518 7310
0x445be88e06baa56fbb6cf1af67d9a6760a5f539f 5 279 521 521 6564
0x4461778cc8bc26abb611ff9cdb2c8248ba128caf 2 88 215 215 8126
0x4464c3de9018937e59996510845ce0934033cd4e 1 64 157 157 8402
0x4465bfbe502c0b5d6c99ad7b8e290f62bae84e29 2 106 696 696 8008
0x4468bffddbff161a677d16cb80726cf8021ddbfa 4 183 1086 1086 9148
0x446f3a9f7442e7145ba5b4ae6b56e425be3d1b94 6 310 652 652 5980
0x4475928ecd06ab84c26708c958e27937f21e7708 2 106 696 696 8008
0x447637d0ca3cf25f357f9e3ba31f984d03ce7cda 2 106 696 696 8008
0x44830e5fbe354af3c1c8d405170c08d3bc8a2cd9 2 173 99 99 7856
0x44855ee82e07a25f22707286fd1ee9652a5aa2a5 9 536 599 599 13090
0x4490f01b5646b87264513e78d2499c97a3ddedae 2 106 700 700 6300
0x4492f471c5a6d0cc3fbd348653fe5d47a3ef1b7a 2 88 527 527 8454
0x449821d7f2dca1c69910ab3ae9044911a231f54f 6 278 642 642 6054
0x449c5b639e9852ada644ffaacfe325dfce6e6e0a 6 398 508 508 2678
0x449d112e26cf1692db7e80829adb4c1a0fbb049f 3 215 262 262 1258
0x44a494e7ef3020c5d3f603e27e7eb33cc96c2368 2 106 696 696 8008
0x44a655ec055a9ca219e5c6f90ac467c86d9f4f87 2 160 273 273 6828
0x44a908ffa899a0dce35ed81ec51b9398c91b11c8 2 110 228 228 5864
0x44aa7fe0309b9b21051c793d85bda7acaff9ec24 2 106 696 696 8008
0x44af9713ec67a2501f5e0b907e4d623371f1268f 4 235 267 267 5180
0x44c670ef75d4ce6ee3a84ad2f63ee8751b1b3b2b 3 203 240 240 28834
0x44cba3a62a15ac8f66ff75bf7abd058dcca7d7ed 1 85 49 49 14426
0x44deb858c0398ce561f61704d090005610fadc21 4 183 1086 1086 8408
0x44e9ea4b8ba286b5fe591fb23d106269378f116e 4 182 838 838 11454
0x44eaa3f429a0ed46b6bc8d0dd6cbbe758ad41d8c 2 106 696 696 8008
0x44f12955189e3f01be5daf1dd9002ee4d774f42b 2 117 244 244 20660
0x44f2814dcf346e4893136649af82dd286a234b2a 2 128 404 404 7572
0x44f49946b8370906d7a46104a3a6ba8a345b394c 9 658 459 459 9138
0x44f850d75023e8d3da9981b70e84e092c4b1067c 6 310 446 446 9544
0x44fb2663d37e36e4a2b4b865d9ec832e5da6a016 1 53 36 36 4416
0x44fd3f8818dc19b46c62b8c3f8a6a53a553f70f7 2 106 700 700 9988
0x45023d302edbe8c82e0ac11e14825ac6c3b3136c 2 106 696 696 8046
0x4502c2a512dfd261a41deae34ddfc1b7233e1d2f 3 163 264 264 5756
0x450711d5da9f7cadb0e4d3472be550328b37bdda 2 106 696 696 8008
0x450a701f8afda3a3cae0a336ee50626359e8255f 0 0 16 16 6550
0x45125b61f06b2e9b8fc8a2ea688c35e27086d2ae 19 993 1275 1275 10560
0x4517adac7f700e17617245f66805f90436e19ec7 5 287 427 427 2518
0x451b5bce70611dd5222571ce45e6622215ca792d 13 823 902 902 7526
0x451baefd4a006f3e0b97287245147869f100cbf2 3 173 838 838 9624
0x451f4859e79fde853e8212342ceb7dd7656d2bea 7 483 523 523 9074
0x451fe08926d6998cbd8e8978b172df4d4c5ff09a 6 374 336 336 9700
0x4523351ffb38850978e4e36250bfb452ba4a1241 4 214 361 361 6376
0x4523f19c7618cdbfc564f445ec92f8b8d1723c62 6 364 958 958 12140
0x452b8b085ced1968b6fade6c2dcf608c5c297f31 3 170 551 551 14064
0x4539898029f9bdea1aad78dd4607453a577d57a1 1 53 36 36 7148
0x453f55a3aba815a9168e015f02c3f89e83881ecc 2 94 57 57 6070
0x453ffc33de94e9e9d54509ef17fe2d6c9c47a2e3 1 53 419 419 8960
0x4541190e5b2b7bb893fe7f5e53a5557574fae68c 2 106 696 696 8008
0x4550a704bbfed92155d92d42858caff62adcbc9e 4 245 326 326 7340
0x4551181a940de0315e42e32675714ebd75926bec 4 183 451 451 4520
0x45524a2f82898acc26b6595f818012366280ae22 4 205 448 448 5108
0x4552d5fc7cdc7328ae68f65736e8cf443f664cbb 11 492 516 516 3862
0x455454ed5e9e6d256f6ed74ed1ccd630138eb05f 4 256 604 604 13868
0x4557bef5b5caef83d932c03667973d498c46d4b1 2 106 696 696 8008
0x4557f35b137145e7b4b605836f9bd217d23c166a 10 658 556 556 3306
0x455a4eb407c8ed28d78a6bf9bf96aeab2c7ec3e1 9 598 616 616 13516
0x455c5462bc64e8e52cbec11f95d0e7053c7f6392 5 279 521 521 6562
0x455f21de5e15110e27533b165ec25194ce940e2f 2 128 200 200 1294
0x45601d0497419ec993552ef425927f08f73ce032 6 373 606 606 3706
0x4563cc9cfdc41f122bf72e4bbfb577232994adb5 2 128 213 213 7962
0x45654003b262163f270d9b547df3fa8628453769 3 170 281 281 7572
0x456ffba2a19f4fa97c8d5610cf20f763b77b0f6e 2 129 636 636 6260
0x4572b64696c07f73dcd0c5f48dbce9a6869c550f 2 128 690 690 6666
0x457527b2f737a267fc90bb34c55411390a528867 1 96 82 82 24212
0x458467547753fd34933917bd4f1f3907b9ff7774 4 205 448 448 6980
0x45951777ce41b8079dd6d05a98e9be18c9ac2cd2 4 183 451 451 4590
0x4598e547afaf29abe2182ce6d599669093d703e8 3 191 261 261 3796
0x459bdbf5fdd8cf24a8fb4a01b50091760c73276f 2 152 171 171 4944
0x459f5be5eacf00c8f1d33805936d52cf5382408a 5 278 903 903 14424
0x459f7854776ed005b6ec63a88f834fdab0b6993e 2 127 185 185 2608
0x45a280814f9ed1fefef922d766daefd445b7bcd6 2 149 74 74 12946
0x45a353132143f475b355620ad9d7413d0222ea04 5 312 907 907 11856
0x45a70df7400a898d93dddf0dde589e2cbae96d3d 2 106 281 281 4302
0x45abffc374b014221bfa0564a008c0ecc8a53eb1 5 279 910 910 11828
0x45b0750c9cef77f0a8024a65c26d745c4ce0c1d9 2 128 275 275 4210
0x45b213dac7e8bd71ffe8e09a7471df8728155342 15 958 1116 1116 9238
0x45c3694d34a5a47fd5ea4dd04208e36765ef20b1 4 183 451 451 4520
0x45ca8b831032ddf5cd7bcd1cc60e1a4ba5cbf2ba 0 0 0 0 6484
0x45cb5afb046b5fc086541035fa40b8ffc147d764 9 563 306 306 7030
0x45d147c800d401350b24fc1cd5fbc98040b177c8 4 321 411 411 13172
0x45daebec837dadba9705ae3348e66490481668c0 2 129 82 82 18938
0x45df1d319152dc3a68b6695d99975592e7ad13ac 2 106 696 696 8004
0x45df2c59683e9438d3ef4785c725895e77f96f93 5 279 521 521 6564
0x45e42d659d9f9466cd5df622506033145a9b89bc 3 172 383 383 3304
0x45f047e524c83339a5701984fd79e9d98375a5c6 11 768 751 751 8720
0x45f248098da164b8669ed3f7404e35a32baf504e 2 117 164 164 604
0x45f4857fa6ca48323ed0df88e3a38cf00e82c86a 7 360 317 317 8948
0x45f8e5d3fa5c4957d2454c9b30380d9011ba290e 4 205 448 448 5108
0x45fde77ff768aa83df468fb1c6ebc5f2bb21dcea 6 387 200 200 11344
0x45ff79f0b2a9ec945126da3d75bbc3c84d6937fc 19 993 1275 1275 10308
0x460119f430032e5534d3b7503c19b2be9357f5ab 2 106 283 283 5176
0x46075b5ae9cc37f80b39049a05cd4cc66cb3acfa 4 205 448 448 5108
0x460db39fb2ba2d5e77241e76b28562baa0d1ae1d 1 55 112 112 7256
0x460dc8b70a189bee176d22d3f0272d171bd4c5ed 2 161 92 92 5912
0x461032d0e327e946f4aab33b219f569eced35aa8 4 183 451 451 4520
0x46110023cc56f2881948da6727a8f36e87fd86e9 5 279 910 910 11826
0x4617bd272f05723882f7cba527794005e0401673 7 556 442 442 4712
0x461dee24dcd9a9c3e8b779e88b3644e616d5a7a4 2 88 389 389 9144
0x461e74f5f144564ec34359539c04451fd9921f29 3 191 322 322 5184
0x46209fff34bc99000dd86a466c77b6db4550d553 4 205 448 448 5108
0x462a2f2c7b4b7e2cc2f92f07aef524a740d6bf56 1 53 36 36 10148
0x462bac9616ddc572b5120f4364cdd3600e122ebd 2 106 696 696 4284
0x46309389fb1bf3adf73cfee86d0ded347adb88f8 3 197 99 99 11420
0x4631f91dcc2ee29b637df03df61d900224eb4325 1 56 34 34 3564
0x46333bcc4b30429ba85873e1cac0012870d77fd0 2 106 692 692 6152
0x4634f582197e9cb1d80fb98cdbb5e5ccaecd1bd8 2 106 696 696 8008
0x463635efd22558c64efa6227a45649eedc0e4888 2 129 105 105 1940
0x463ed1cf9e8c756a7989cc752c07b2a1f1767ddf 9 658 459 459 8662
0x463f235748bc7862deaa04d85b4b16ac8fafef39 2 121 691 691 2376
0x46400a5a6cc1ca79055c9c0b4806166594600756 7 322 207 207 12896
0x4647fff2fc28838251abd83aef9d05c7515f2ce7 1 53 279 279 6616
0x464998aa71b5e303a6b0cfb2b40cb50db7179800 2 106 696 696 8008
0x464d3e23876e19505319b21a3c6854e7af7e3fc1 6 277 652 652 6044
0x464e6abc2f9a61cd17e6c52ad06802fbb4af7eab 6 470 606 606 8740
0x4655c92771c888ce948f56ea89c342f5dcd4fa3b 5 279 521 521 6564
0x4661ccb54b9442194a4a99d7df78b0472beaf29b 6 472 430 430 12272
0x46622a00febadf3c9b7db233eff1c11e961ba9be 2 106 696 696 8008
0x466765eda5ce0f9c036795a65e19d149e6ba7806 2 140 247 247 5178
0x466a7247cf1c1a56e2c690a01b65d602bcc8a633 2 106 696 696 8004
0x466c44812835f57b736ef9f63582b8a6693a14d0 8 382 876 876 14380
0x466f122e78b65121bc9bdcf47ebf53e11268fafd 3 208 354 354 5208
0x46706460504aa8d1ac2a9a6140a96e995de56f35 11 530 718 718 9508
0x4674279ea6ccc9afb9e62de392d65b0283a3c41b 4 205 448 448 5486
0x467b52a64559a649410d04718f3b113f178a0242 2 106 696 696 8046
0x46804e2e83c10fbf545e7c311c65f9883bcdd2e7 2 98 504 504 10678
0x46875f4b287cf51468fefdd39474de67783e3217 1 53 36 36 7512
0x4687f9def6e81ea36c43cc1b9dac319987b124c4 6 429 450 450 6342
0x46967fbd3fcaeb13879d3d3ba34cde830219b898 2 106 696 696 8008
0x469cd5d68235bdb1dfa9bda22baae3c31b07b22a 5 415 502 502 3406
0x469d61dc20c1cada1787340c16562324100578ee 2 140 196 196 1780
0x46af1e065edfdc4e6c2c0c8a4361ae68776cb375 3 197 99 99 11410
0x46af80cb4818299a05c29fd0e1231152b3dcbc0f 4 213 323 323 7862
0x46c34eb40bc8215aacc6400b5fae1a69a83aebd0 2 106 696 696 8008
0x46d039d25ee9f1347bfab89227a0100a4c0af877 21 1415 1222 1222 13846
0x46d08b22efe20cca3948ff6722f6cc4171a61097 2 106 696 696 8008
0x46d0ab889c5d205ebce12431fb54a565a48097c5 2 161 93 93 7376
0x46dda57b152aeada30a0dec5a31e5ba600a0bd51 25 1353 1458 1458 10414
0x46df52c19e25896f31faf6aca046a82541db88ff 13 764 867 867 20120
0x46e1e72a2a9d0f724adc17dc6b2e1cf1f8c3d86f 4 233 454 454 2112
0x46e47d89151eb53aa64e1ba2ff980bd692bcb7a4 2 106 696 696 8008
0x46e6c36f1d5ee1edb526b325e1877d1359a64dff 1 53 53 53 19910
0x46eec301d2d00087145d1588282c182bd1890e5c 2 110 228 228 5992
0x46ffacd41616bcee8e3c8a7d700c1eb176bc9785 2 110 257 257 8672
0x470c56ac64243b7b3033f3862dbfdd26ac118c67 3 163 264 264 5548
0x471208c52f227dc11e3fbbdf18f22055c20a8732 1 54 43 43 24454
0x47182df37ddab810180c8cfb9cf772e0b87d8d7e 7 373 1258 1258 9838
0x471953078ab15e294c36286bc024fd602d9e2ece 5 279 521 521 6564
0x471ae61319a4e87c6c101d90a3724fbddfac1af0 3 170 281 281 4510
0x4720c23d8ff10aad34e948ae7af401b0d2f0ff7b 8 437 2580 2580 15100
0x4724f7cd1ff18b34cc2171c72cf61028286e9c67 1 64 27 27 8070
0x472796507b77f6ffd14059c81ca77516905198e1 8 412 787 787 9518
0x472a53cecece8cd72ed48bba43a43335ce61ff31 8 437 634 634 15294
0x472b07087bbfe6689ca519e4fdcdeb499c5f8b76 1 53 268 268 8958
0x472b9ce6ecb5166b1d5c1bf51e6315b2a2947d1f 2 110 386 386 10714
0x472f1388ca35360d1baeb3591fca247cacd40af9 4 183 1086 1086 8408
0x4730507ada048f8c21f5f7ab3625e93c0f8d232b 4 193 407 407 7854
0x4733612f9eb257c386cc2a2ac2207f1060725cfd 1 64 234 234 9302
0x47377e14087883c27d3b442f350c7c4c381aab93 5 312 518 518 7306
0x473877afcd60e4c44848d4469cad016f2d593041 2 106 278 278 3652
0x47414a04f29930c8e1c10f0b4791a9ddf3836efd 4 373 559 559 27122
0x4761c69d23dd79c2445d29f1aee15675cd8872ca 12 707 574 574 18720
0x4763a99c42ab4cec9d18b39dbc4a9f4226289563 2 138 78 78 5856
0x4781f8682f1cf876f2510f6bf9b80dc7a0bc24c5 1 96 49 49 2872
0x47859858907c6986a570e8572a82b700b1013c5f 4 170 236 236 5038
0x47863a2a58c33a9e12e8bc7b1fceb0fc6e3def46 7 596 632 632 9814
0x479339358a7f3dd9d5793b85c2e48ba30f71b14e 1 56 34 34 16532
0x479710f58438a159b5046de0e8627f8c310c237c 2 106 696 696 8008
0x47984d91ecbcab5e9841539d61cc8cc6319bfd40 5 250 510 510 6198
0x47a061840e395f627603b07e12a99d8663bb823c 2 106 696 696 8008
0x47a2bd2cdfceaa66202b818f8c3afca983c8bb17 2 110 524 524 7872
0x47a31a2a5debe597ffe2291da9e3464671386e49 4 205 448 448 5108
0x47a5c9af9bcace25ffe6613839de586732fa58cd 0 0 0 0 920
0x47ad2d972339381979ae7bee98de33983c694f5e 2 106 696 696 8008
